order_id,order_date,warehouse_id,destination_city,distance_km,carrier,estimated_delivery_days,weight_kg,delivered,freight_cost,actual_delivery_days,delay_days
9237,2025-01-19 20:00:00,WH_Kazan,Kazan,103.8,Russian Post,5,0.93,True,907.63,7.0,2.0
9238,2025-01-19 21:00:00,WH_Kazan,Moscow,13.6,Russian Post,2,1.78,True,128.17,2.0,0.0
9239,2025-01-19 22:00:00,WH_SPb,Moscow,388.7,CDEK,4,3.4,True,7812.87,4.0,0.0
9240,2025-01-19 23:00:00,WH_Kazan,Novosibirsk,684.8,PickPoint,4,1.71,True,8019.01,4.0,0.0
9241,2025-01-20 00:00:00,WH_Moscow,Ekaterinburg,301.1,Russian Post,5,0.18,True,2452.16,7.0,2.0
9242,2025-01-20 01:00:00,WH_Kazan,SPb,320.7,Boxberry,3,1.89,True,4575.75,3.0,0.0
9243,2025-01-20 02:00:00,WH_Moscow,Novosibirsk,191.7,PickPoint,2,0.06,True,1928.5,2.0,0.0
9244,2025-01-20 03:00:00,WH_SPb,SPb,50.9,CDEK,4,1.07,True,845.19,4.0,0.0
9245,2025-01-20 04:00:00,WH_Kazan,Moscow,2.3,CDEK,2,1.63,True,40.12,2.0,0.0
9246,2025-01-20 05:00:00,WH_SPb,Ekaterinburg,126.5,Boxberry,1,2.59,True,1911.16,3.0,2.0
9247,2025-01-20 06:00:00,WH_SPb,Ekaterinburg,417.7,Russian Post,4,1.76,True,3929.72,4.0,0.0
9248,2025-01-20 07:00:00,WH_SPb,Moscow,968.9,Boxberry,3,0.41,True,12103.5,3.0,0.0
9249,2025-01-20 08:00:00,WH_SPb,Kazan,169.2,Russian Post,5,6.73,True,2264.57,5.0,0.0
9250,2025-01-20 09:00:00,WH_SPb,Ekaterinburg,136.4,PickPoint,4,2.63,True,1722.73,4.0,0.0
9251,2025-01-20 10:00:00,WH_Kazan,Kazan,177.2,CDEK,1,0.95,True,2910.51,1.0,0.0
9252,2025-01-20 11:00:00,WH_Moscow,SPb,167.5,Russian Post,5,8.45,True,2472.3,5.0,0.0
9253,2025-01-20 12:00:00,WH_Kazan,Ekaterinburg,295.0,Boxberry,3,5.35,True,5433.9,3.0,0.0
9254,2025-01-20 13:00:00,WH_Kazan,Moscow,397.4,PickPoint,2,0.39,True,4128.99,2.0,0.0
9255,2025-01-20 14:00:00,WH_Kazan,Kazan,461.1,Russian Post,2,2.66,True,4670.02,2.0,0.0
9256,2025-01-20 15:00:00,WH_Kazan,SPb,314.6,PickPoint,4,2.05,True,3790.93,4.0,0.0
9257,2025-01-20 16:00:00,WH_Moscow,SPb,172.7,PickPoint,5,0.54,True,1820.26,8.0,3.0
9258,2025-01-20 17:00:00,WH_Kazan,Ekaterinburg,899.3,Boxberry,1,0.66,True,11503.85,1.0,0.0
9259,2025-01-20 18:00:00,WH_SPb,Ekaterinburg,372.4,Boxberry,1,2.07,True,5393.84,2.0,1.0
9260,2025-01-20 19:00:00,WH_Kazan,Novosibirsk,166.9,PickPoint,3,0.97,True,1830.89,3.0,0.0
9261,2025-01-20 20:00:00,WH_Kazan,Novosibirsk,177.5,PickPoint,5,4.5,True,2573.75,5.0,0.0
9262,2025-01-20 21:00:00,WH_Moscow,Ekaterinburg,511.1,Russian Post,5,0.26,True,4195.11,5.0,0.0
9263,2025-01-20 22:00:00,WH_Moscow,Novosibirsk,174.2,Boxberry,2,6.13,True,3371.82,2.0,0.0
9264,2025-01-20 23:00:00,WH_SPb,Moscow,217.9,Russian Post,3,4.59,True,2543.33,3.0,0.0
9265,2025-01-21 00:00:00,WH_Kazan,Moscow,103.4,CDEK,3,3.35,True,2070.58,3.0,0.0
9266,2025-01-21 01:00:00,WH_Kazan,Novosibirsk,547.7,Russian Post,3,0.76,True,4714.6,3.0,0.0
9267,2025-01-21 02:00:00,WH_Kazan,Ekaterinburg,221.6,PickPoint,5,3.14,True,2911.82,5.0,0.0
9268,2025-01-21 03:00:00,WH_SPb,Moscow,241.2,CDEK,2,1.44,True,4138.99,2.0,0.0
9269,2025-01-21 04:00:00,WH_Moscow,SPb,637.8,Russian Post,3,2.51,True,6383.1,3.0,0.0
9270,2025-01-21 05:00:00,WH_SPb,Ekaterinburg,759.7,CDEK,2,0.94,True,12466.68,2.0,0.0
9271,2025-01-21 06:00:00,WH_Kazan,Kazan,521.5,Boxberry,3,4.52,True,9086.62,3.0,0.0
9272,2025-01-21 07:00:00,WH_Moscow,Kazan,20.3,Russian Post,5,0.1,True,164.02,5.0,0.0
9273,2025-01-21 08:00:00,WH_Moscow,Ekaterinburg,175.8,Russian Post,2,2.94,False,1819.88,,
9274,2025-01-21 09:00:00,WH_SPb,Novosibirsk,126.2,Boxberry,4,4.41,True,2182.25,6.0,2.0
9275,2025-01-21 10:00:00,WH_Moscow,Moscow,72.1,Russian Post,3,2.6,True,726.77,6.0,3.0
9276,2025-01-21 11:00:00,WH_Moscow,Moscow,718.9,CDEK,5,0.53,True,11355.03,5.0,0.0
9277,2025-01-21 12:00:00,WH_Kazan,Ekaterinburg,662.4,Boxberry,2,0.84,True,8616.5,2.0,0.0
9278,2025-01-21 13:00:00,WH_Kazan,SPb,187.8,CDEK,1,1.81,True,3326.88,1.0,0.0
9279,2025-01-21 14:00:00,WH_Moscow,Novosibirsk,43.4,Russian Post,5,1.0,True,381.92,5.0,0.0
9280,2025-01-21 15:00:00,WH_Moscow,SPb,4.0,Russian Post,5,0.01,True,32.03,5.0,0.0
9281,2025-01-21 16:00:00,WH_SPb,Ekaterinburg,173.1,Russian Post,1,0.1,True,1398.65,4.0,3.0
9282,2025-01-21 17:00:00,WH_SPb,Ekaterinburg,12.2,Russian Post,1,3.65,True,133.22,1.0,0.0
9283,2025-01-21 18:00:00,WH_Moscow,SPb,282.1,CDEK,4,0.22,True,4324.59,4.0,0.0
9284,2025-01-21 19:00:00,WH_Kazan,Kazan,281.3,Russian Post,4,6.58,False,3731.16,,
9285,2025-01-21 20:00:00,WH_Moscow,Ekaterinburg,687.6,Boxberry,4,1.46,True,9455.88,6.0,2.0
9286,2025-01-21 21:00:00,WH_Moscow,Novosibirsk,63.2,Boxberry,5,3.55,True,1027.63,6.0,1.0
9287,2025-01-21 22:00:00,WH_Kazan,SPb,139.3,PickPoint,5,0.34,True,1440.36,5.0,0.0
9288,2025-01-21 23:00:00,WH_Kazan,Kazan,588.9,Boxberry,5,6.53,True,11681.42,5.0,0.0
9289,2025-01-22 00:00:00,WH_SPb,SPb,192.9,PickPoint,4,0.09,True,1946.36,4.0,0.0
9290,2025-01-22 01:00:00,WH_SPb,Kazan,18.5,Boxberry,2,0.11,True,224.44,3.0,1.0
9291,2025-01-22 02:00:00,WH_SPb,Kazan,35.2,Boxberry,5,0.14,True,428.31,7.0,2.0
9292,2025-01-22 03:00:00,WH_SPb,Novosibirsk,503.7,Russian Post,5,0.27,False,4138.4,,
9293,2025-01-22 04:00:00,WH_Kazan,Ekaterinburg,408.4,Boxberry,5,1.67,True,5719.23,5.0,0.0
9294,2025-01-22 05:00:00,WH_Moscow,Kazan,626.0,Russian Post,4,3.88,True,6951.1,4.0,0.0
9295,2025-01-22 06:00:00,WH_SPb,Ekaterinburg,38.0,Russian Post,3,0.84,True,329.54,3.0,0.0
9296,2025-01-22 07:00:00,WH_SPb,Novosibirsk,428.7,Boxberry,4,3.42,True,6903.78,4.0,0.0
9297,2025-01-22 08:00:00,WH_Kazan,Ekaterinburg,319.4,CDEK,3,3.72,True,6573.25,3.0,0.0
9298,2025-01-22 09:00:00,WH_Kazan,Moscow,79.3,Russian Post,4,5.97,True,1013.14,6.0,2.0
9299,2025-01-22 10:00:00,WH_Moscow,Kazan,1093.8,Boxberry,2,0.4,True,13650.62,2.0,0.0
9300,2025-01-22 11:00:00,WH_Moscow,Novosibirsk,253.4,CDEK,2,0.36,True,3937.84,2.0,0.0
9301,2025-01-22 12:00:00,WH_Kazan,SPb,712.2,Boxberry,5,0.33,True,8828.43,5.0,0.0
9302,2025-01-22 13:00:00,WH_SPb,Novosibirsk,587.9,Boxberry,4,1.11,True,7837.88,5.0,1.0
9303,2025-01-22 14:00:00,WH_SPb,Kazan,121.5,CDEK,3,1.68,True,2128.68,3.0,0.0
9304,2025-01-22 15:00:00,WH_SPb,Novosibirsk,230.3,Boxberry,3,1.55,True,3191.96,3.0,0.0
9305,2025-01-22 16:00:00,WH_Moscow,SPb,169.4,Russian Post,2,0.74,True,1455.48,2.0,0.0
9306,2025-01-22 17:00:00,WH_SPb,Moscow,370.4,PickPoint,5,2.43,True,4604.07,5.0,0.0
9307,2025-01-22 18:00:00,WH_SPb,Kazan,266.1,PickPoint,3,1.03,True,2935.08,3.0,0.0
9308,2025-01-22 19:00:00,WH_Kazan,Kazan,460.9,Boxberry,4,1.14,True,6161.31,4.0,0.0
9309,2025-01-22 20:00:00,WH_SPb,Novosibirsk,3.5,PickPoint,5,0.28,True,35.98,5.0,0.0
9310,2025-01-22 21:00:00,WH_Kazan,Ekaterinburg,349.2,PickPoint,4,2.24,True,4274.21,4.0,0.0
9311,2025-01-22 22:00:00,WH_SPb,Ekaterinburg,115.3,PickPoint,4,2.66,True,1459.7,4.0,0.0
9312,2025-01-22 23:00:00,WH_Moscow,SPb,76.2,Russian Post,2,3.55,False,826.01,,
9313,2025-01-23 00:00:00,WH_SPb,Moscow,484.7,Russian Post,4,5.86,True,6149.87,4.0,0.0
9314,2025-01-23 01:00:00,WH_SPb,Moscow,28.0,PickPoint,1,3.63,True,381.64,1.0,0.0
9315,2025-01-23 02:00:00,WH_Kazan,Novosibirsk,77.8,CDEK,5,0.67,False,1245.19,,
9316,2025-01-23 03:00:00,WH_Kazan,Novosibirsk,68.3,CDEK,1,0.67,True,1093.14,1.0,0.0
9317,2025-01-23 04:00:00,WH_Kazan,Ekaterinburg,163.3,CDEK,4,6.17,True,3960.84,4.0,0.0
9318,2025-01-23 05:00:00,WH_SPb,Moscow,116.7,Russian Post,4,3.9,True,1297.7,5.0,1.0
9319,2025-01-23 06:00:00,WH_SPb,Moscow,382.4,Russian Post,2,3.81,True,4224.76,2.0,0.0
9320,2025-01-23 07:00:00,WH_Moscow,Moscow,360.6,Russian Post,2,3.18,True,3802.17,2.0,0.0
9321,2025-01-23 08:00:00,WH_SPb,SPb,118.1,Russian Post,2,0.78,True,1018.49,2.0,0.0
9322,2025-01-23 09:00:00,WH_Moscow,SPb,172.3,PickPoint,2,4.7,True,2532.81,3.0,1.0
9323,2025-01-23 10:00:00,WH_Kazan,Novosibirsk,69.9,Russian Post,3,0.39,True,581.01,4.0,1.0
9324,2025-01-23 11:00:00,WH_Kazan,Ekaterinburg,333.4,PickPoint,2,1.08,True,3694.07,2.0,0.0
9325,2025-01-23 12:00:00,WH_Kazan,Kazan,151.4,CDEK,4,1.06,True,2511.73,4.0,0.0
9326,2025-01-23 13:00:00,WH_Moscow,Ekaterinburg,42.8,PickPoint,4,2.05,True,515.74,4.0,0.0
9327,2025-01-23 14:00:00,WH_SPb,SPb,40.8,CDEK,5,1.56,True,707.47,5.0,0.0
9328,2025-01-23 15:00:00,WH_Kazan,SPb,116.7,Russian Post,1,1.54,True,1077.37,1.0,0.0
9329,2025-01-23 16:00:00,WH_SPb,Novosibirsk,412.7,CDEK,3,2.02,True,7440.98,3.0,0.0
9330,2025-01-23 17:00:00,WH_SPb,Kazan,7.8,CDEK,3,1.34,True,132.68,3.0,0.0
9331,2025-01-23 18:00:00,WH_Kazan,Moscow,89.4,PickPoint,5,0.72,True,958.37,5.0,0.0
9332,2025-01-23 19:00:00,WH_Moscow,Kazan,53.2,CDEK,5,2.73,True,1015.85,7.0,2.0
9333,2025-01-23 20:00:00,WH_SPb,Kazan,940.3,Boxberry,2,3.91,True,15695.49,2.0,0.0
9334,2025-01-23 21:00:00,WH_Kazan,Kazan,366.5,CDEK,5,1.63,True,6393.59,6.0,1.0
9335,2025-01-23 22:00:00,WH_SPb,Novosibirsk,79.7,Russian Post,3,2.62,True,804.65,3.0,0.0
9336,2025-01-23 23:00:00,WH_SPb,SPb,69.8,CDEK,1,1.92,True,1248.02,2.0,1.0
9337,2025-01-24 00:00:00,WH_SPb,Moscow,585.6,Boxberry,1,0.15,True,7132.61,1.0,0.0
9338,2025-01-24 01:00:00,WH_SPb,Kazan,63.3,PickPoint,3,1.38,True,720.35,4.0,1.0
9339,2025-01-24 02:00:00,WH_SPb,Moscow,1748.7,CDEK,2,0.02,True,26282.96,2.0,0.0
9340,2025-01-24 03:00:00,WH_Moscow,Kazan,99.5,Boxberry,1,2.71,True,1517.57,4.0,3.0
9341,2025-01-24 04:00:00,WH_Moscow,SPb,26.4,Russian Post,1,1.77,True,248.58,2.0,1.0
9342,2025-01-24 05:00:00,WH_Kazan,Moscow,352.3,Russian Post,2,0.34,True,2914.23,2.0,0.0
9343,2025-01-24 06:00:00,WH_Moscow,Ekaterinburg,282.2,PickPoint,1,1.95,True,3372.29,1.0,0.0
9344,2025-01-24 07:00:00,WH_Moscow,SPb,2590.4,Russian Post,4,5.72,True,32576.87,5.0,1.0
9345,2025-01-24 08:00:00,WH_Moscow,Moscow,486.0,Boxberry,3,1.04,True,6438.53,3.0,0.0
9346,2025-01-24 09:00:00,WH_SPb,Kazan,168.0,CDEK,1,10.1,False,5065.2,,
9347,2025-01-24 10:00:00,WH_SPb,Kazan,338.7,Boxberry,1,8.01,True,7319.98,2.0,1.0
9348,2025-01-24 11:00:00,WH_Kazan,SPb,510.9,PickPoint,2,3.85,True,7075.96,2.0,0.0
9349,2025-01-24 12:00:00,WH_Kazan,SPb,216.3,CDEK,1,4.2,True,4607.19,1.0,0.0
9350,2025-01-24 13:00:00,WH_Kazan,Kazan,95.6,Boxberry,2,1.32,True,1298.63,2.0,0.0
9351,2025-01-24 14:00:00,WH_SPb,Moscow,70.8,PickPoint,3,1.29,True,799.33,3.0,0.0
9352,2025-01-24 15:00:00,WH_Moscow,Ekaterinburg,105.0,PickPoint,4,7.72,True,1860.6,4.0,0.0
9353,2025-01-24 16:00:00,WH_Moscow,Novosibirsk,565.3,CDEK,5,1.14,True,9446.16,5.0,0.0
9354,2025-01-24 17:00:00,WH_SPb,SPb,143.6,CDEK,3,0.25,True,2207.85,3.0,0.0
9355,2025-01-24 18:00:00,WH_Kazan,Kazan,101.3,Russian Post,1,0.41,False,843.63,,
9356,2025-01-24 19:00:00,WH_Kazan,Moscow,491.8,Russian Post,4,3.1,True,5154.06,4.0,0.0
9357,2025-01-24 20:00:00,WH_Kazan,SPb,9.7,CDEK,5,1.21,True,163.11,6.0,1.0
9358,2025-01-24 21:00:00,WH_SPb,Moscow,270.4,Russian Post,5,0.56,True,2284.34,5.0,0.0
9359,2025-01-24 22:00:00,WH_Kazan,SPb,620.6,CDEK,1,4.2,True,13218.78,1.0,0.0
9360,2025-01-24 23:00:00,WH_Kazan,Kazan,158.3,Russian Post,5,1.68,True,1479.16,5.0,0.0
9361,2025-01-25 00:00:00,WH_SPb,Moscow,94.1,Boxberry,5,2.1,True,1366.33,7.0,2.0
9362,2025-01-25 01:00:00,WH_Moscow,Kazan,203.0,PickPoint,3,0.42,True,2115.26,3.0,0.0
9363,2025-01-25 02:00:00,WH_SPb,Moscow,379.2,CDEK,3,0.54,True,5995.15,3.0,0.0
9364,2025-01-25 03:00:00,WH_SPb,SPb,218.1,CDEK,5,0.34,True,3382.73,7.0,2.0
9365,2025-01-25 04:00:00,WH_SPb,Novosibirsk,2.3,CDEK,2,1.81,True,40.74,2.0,0.0
9366,2025-01-25 05:00:00,WH_SPb,Novosibirsk,24.5,Boxberry,1,3.74,True,403.96,2.0,1.0
9367,2025-01-25 06:00:00,WH_Moscow,Ekaterinburg,383.3,PickPoint,2,3.29,True,5094.06,4.0,2.0
9368,2025-01-25 07:00:00,WH_Kazan,Ekaterinburg,153.2,Russian Post,2,0.76,True,1318.75,4.0,2.0
9369,2025-01-25 08:00:00,WH_SPb,Kazan,460.8,Russian Post,5,4.77,True,5444.81,5.0,0.0
9370,2025-01-25 09:00:00,WH_Moscow,Moscow,314.5,PickPoint,1,0.28,True,3233.06,1.0,0.0
9371,2025-01-25 10:00:00,WH_Kazan,Ekaterinburg,261.3,Russian Post,2,0.3,True,2153.11,2.0,0.0
9372,2025-01-25 11:00:00,WH_Kazan,SPb,694.9,CDEK,3,4.73,True,15353.82,3.0,0.0
9373,2025-01-25 12:00:00,WH_Kazan,Novosibirsk,6.5,PickPoint,3,0.7,True,69.55,3.0,0.0
9374,2025-01-25 13:00:00,WH_SPb,Moscow,50.5,Boxberry,1,3.08,True,792.65,1.0,0.0
9375,2025-01-25 14:00:00,WH_SPb,Novosibirsk,293.7,PickPoint,2,0.02,False,2942.87,,
9376,2025-01-25 15:00:00,WH_Kazan,Moscow,20.4,CDEK,4,0.25,True,313.65,4.0,0.0
9377,2025-01-25 16:00:00,WH_Kazan,Ekaterinburg,310.7,PickPoint,4,2.35,True,3837.15,4.0,0.0
9378,2025-01-25 17:00:00,WH_Kazan,Ekaterinburg,1242.8,Boxberry,1,0.5,True,15659.28,1.0,0.0
9379,2025-01-25 18:00:00,WH_Kazan,Kazan,633.1,Boxberry,1,0.07,True,7650.38,1.0,0.0
9380,2025-01-25 19:00:00,WH_Kazan,Moscow,268.2,PickPoint,4,1.57,True,3103.07,4.0,0.0
9381,2025-01-25 20:00:00,WH_Kazan,SPb,673.2,PickPoint,2,1.0,True,7405.2,2.0,0.0
9382,2025-01-25 21:00:00,WH_Moscow,Ekaterinburg,37.1,Russian Post,2,4.05,True,417.0,3.0,1.0
9383,2025-01-25 22:00:00,WH_Kazan,Kazan,181.9,Russian Post,5,4.27,True,2076.57,6.0,1.0
9384,2025-01-25 23:00:00,WH_SPb,Ekaterinburg,167.9,CDEK,1,2.38,True,3117.9,3.0,2.0
9385,2025-01-26 00:00:00,WH_SPb,Novosibirsk,123.0,Russian Post,2,0.87,True,1069.61,2.0,0.0
9386,2025-01-26 01:00:00,WH_SPb,Ekaterinburg,0.1,CDEK,4,1.55,True,1.73,4.0,0.0
9387,2025-01-26 02:00:00,WH_Kazan,Moscow,665.0,CDEK,4,3.03,False,12997.42,,
9388,2025-01-26 03:00:00,WH_SPb,Kazan,451.1,PickPoint,3,0.18,True,4592.2,3.0,0.0
9389,2025-01-26 04:00:00,WH_Moscow,Moscow,317.4,Russian Post,2,1.01,True,2795.66,2.0,0.0
9390,2025-01-26 05:00:00,WH_Kazan,SPb,41.4,Boxberry,5,4.32,True,711.42,5.0,0.0
9391,2025-01-26 06:00:00,WH_SPb,SPb,142.5,Boxberry,5,1.3,True,1932.3,6.0,1.0
9392,2025-01-26 07:00:00,WH_Moscow,Ekaterinburg,774.4,PickPoint,1,2.45,True,9641.28,1.0,0.0
9393,2025-01-26 08:00:00,WH_Moscow,Kazan,287.9,Boxberry,3,0.25,True,3541.17,3.0,0.0
9394,2025-01-26 09:00:00,WH_SPb,Kazan,277.5,Boxberry,4,3.75,False,4578.75,,
9395,2025-01-26 10:00:00,WH_Moscow,Kazan,733.0,PickPoint,4,0.26,True,7520.58,4.0,0.0
9396,2025-01-26 11:00:00,WH_SPb,Kazan,246.2,Boxberry,1,4.94,True,4413.87,2.0,1.0
9397,2025-01-26 12:00:00,WH_Moscow,Ekaterinburg,273.1,PickPoint,5,0.28,True,2807.47,5.0,0.0
9398,2025-01-26 13:00:00,WH_Kazan,Moscow,127.3,CDEK,5,5.54,True,2967.36,5.0,0.0
9399,2025-01-26 14:00:00,WH_Kazan,Ekaterinburg,139.3,Russian Post,4,1.13,True,1240.33,4.0,0.0
9400,2025-01-26 15:00:00,WH_Kazan,Moscow,347.1,Boxberry,1,2.45,True,5185.67,3.0,2.0
9401,2025-01-26 16:00:00,WH_Kazan,Novosibirsk,115.9,PickPoint,2,4.69,True,1702.57,2.0,0.0
9402,2025-01-26 17:00:00,WH_Kazan,Novosibirsk,245.7,Boxberry,3,0.03,True,2957.25,3.0,0.0
9403,2025-01-26 18:00:00,WH_SPb,Moscow,98.2,Russian Post,5,0.77,True,846.09,5.0,0.0
9404,2025-01-26 19:00:00,WH_Kazan,Ekaterinburg,54.5,Boxberry,5,5.97,True,1044.44,5.0,0.0
9405,2025-01-26 20:00:00,WH_Kazan,SPb,181.8,CDEK,5,1.23,True,3062.42,5.0,0.0
9406,2025-01-26 21:00:00,WH_Kazan,Ekaterinburg,73.6,PickPoint,2,3.06,True,961.22,2.0,0.0
9407,2025-01-26 22:00:00,WH_Kazan,SPb,686.3,Russian Post,2,0.38,True,5699.04,3.0,1.0
9408,2025-01-26 23:00:00,WH_Moscow,Ekaterinburg,108.6,CDEK,3,2.84,True,2091.64,3.0,0.0
9409,2025-01-27 00:00:00,WH_Kazan,Kazan,272.9,Boxberry,5,0.19,True,3337.02,5.0,0.0
9410,2025-01-27 01:00:00,WH_Kazan,Kazan,91.7,Boxberry,4,3.16,True,1448.13,4.0,0.0
9411,2025-01-27 02:00:00,WH_SPb,Novosibirsk,89.5,Boxberry,5,0.98,True,1179.25,5.0,0.0
9412,2025-01-27 03:00:00,WH_Moscow,Novosibirsk,129.5,Russian Post,3,1.57,True,1198.65,3.0,0.0
9413,2025-01-27 04:00:00,WH_SPb,Moscow,742.6,PickPoint,3,0.45,True,7760.17,3.0,0.0
9414,2025-01-27 05:00:00,WH_Kazan,SPb,149.0,Russian Post,4,2.47,True,1486.42,4.0,0.0
9415,2025-01-27 06:00:00,WH_SPb,Kazan,516.6,CDEK,2,1.03,True,8547.15,2.0,0.0
9416,2025-01-27 07:00:00,WH_SPb,Ekaterinburg,65.9,PickPoint,4,1.21,True,738.74,6.0,2.0
9417,2025-01-27 08:00:00,WH_Kazan,Moscow,14.8,Russian Post,3,2.64,False,149.66,,
9418,2025-01-27 09:00:00,WH_Moscow,Ekaterinburg,456.5,Boxberry,4,0.49,True,5746.42,4.0,0.0
9419,2025-01-27 10:00:00,WH_Moscow,Kazan,234.2,CDEK,5,4.78,True,5192.21,5.0,0.0
9420,2025-01-27 11:00:00,WH_SPb,Kazan,210.2,Boxberry,3,3.36,True,3369.93,3.0,0.0
9421,2025-01-27 12:00:00,WH_Kazan,Kazan,95.3,Russian Post,2,2.16,True,927.08,2.0,0.0
9422,2025-01-27 13:00:00,WH_SPb,Kazan,22.5,CDEK,2,0.34,True,348.98,3.0,1.0
9423,2025-01-27 14:00:00,WH_SPb,Ekaterinburg,197.8,PickPoint,4,2.9,True,2551.62,4.0,0.0
9424,2025-01-27 15:00:00,WH_SPb,Moscow,605.7,PickPoint,4,0.05,True,6087.28,4.0,0.0
9425,2025-01-27 16:00:00,WH_Kazan,Kazan,38.4,Russian Post,4,4.08,True,432.54,5.0,1.0
9426,2025-01-27 17:00:00,WH_Kazan,Novosibirsk,794.2,Russian Post,5,0.91,False,6931.78,,
9427,2025-01-27 18:00:00,WH_Moscow,Moscow,96.4,PickPoint,2,0.31,True,993.88,2.0,0.0
9428,2025-01-27 19:00:00,WH_Kazan,Novosibirsk,227.9,PickPoint,3,0.45,True,2381.55,3.0,0.0
9429,2025-01-27 20:00:00,WH_SPb,Ekaterinburg,20.6,Russian Post,3,8.25,False,300.76,,
9430,2025-01-27 21:00:00,WH_SPb,Kazan,166.0,PickPoint,2,3.72,True,2277.52,2.0,0.0
9431,2025-01-27 22:00:00,WH_Moscow,Moscow,40.4,CDEK,4,0.68,True,647.21,4.0,0.0
9432,2025-01-27 23:00:00,WH_Kazan,Kazan,14.7,Russian Post,1,8.27,True,214.86,1.0,0.0
9433,2025-01-28 00:00:00,WH_SPb,Kazan,1019.4,CDEK,4,0.38,True,15872.06,4.0,0.0
9434,2025-01-28 01:00:00,WH_Moscow,Moscow,392.9,Boxberry,2,3.31,True,6275.4,2.0,0.0
9435,2025-01-28 02:00:00,WH_Moscow,Kazan,380.9,CDEK,5,2.67,True,7239.0,5.0,0.0
9436,2025-01-28 03:00:00,WH_SPb,Kazan,28.5,Russian Post,4,4.31,True,326.27,4.0,0.0
9437,2025-01-28 04:00:00,WH_SPb,SPb,795.0,Boxberry,3,1.2,True,10684.8,3.0,0.0
9438,2025-01-28 05:00:00,WH_Kazan,SPb,190.2,PickPoint,5,1.28,False,2145.46,,
9439,2025-01-28 06:00:00,WH_Moscow,Moscow,573.7,CDEK,2,2.45,True,10713.85,2.0,0.0
9440,2025-01-28 07:00:00,WH_SPb,Moscow,3.8,CDEK,1,1.27,True,64.24,1.0,0.0
9441,2025-01-28 08:00:00,WH_Moscow,Kazan,106.2,Russian Post,4,0.11,True,858.95,4.0,0.0
9442,2025-01-28 09:00:00,WH_Kazan,Novosibirsk,1660.0,PickPoint,5,3.27,True,22028.2,6.0,1.0
9443,2025-01-28 10:00:00,WH_SPb,Moscow,167.5,Russian Post,5,2.56,True,1683.04,8.0,3.0
9444,2025-01-28 11:00:00,WH_Kazan,Kazan,658.1,PickPoint,3,1.38,True,7489.18,5.0,2.0
9445,2025-01-28 12:00:00,WH_Moscow,Novosibirsk,119.2,Russian Post,4,0.9,True,1039.42,4.0,0.0
9446,2025-01-28 13:00:00,WH_Kazan,SPb,223.5,PickPoint,1,0.97,True,2451.8,1.0,0.0
9447,2025-01-28 14:00:00,WH_Kazan,Moscow,577.7,Boxberry,5,3.38,True,9275.55,5.0,0.0
9448,2025-01-28 15:00:00,WH_Moscow,Kazan,279.3,Russian Post,3,3.27,True,2965.05,3.0,0.0
9449,2025-01-28 16:00:00,WH_Kazan,SPb,387.5,Boxberry,4,4.27,True,6635.55,4.0,0.0
9450,2025-01-28 17:00:00,WH_Moscow,Ekaterinburg,78.0,Russian Post,4,3.59,True,848.02,4.0,0.0
9451,2025-01-28 18:00:00,WH_SPb,SPb,50.8,Russian Post,1,3.55,True,550.67,1.0,0.0
9452,2025-01-28 19:00:00,WH_Moscow,Kazan,78.5,Russian Post,3,0.73,True,673.84,3.0,0.0
9453,2025-01-28 20:00:00,WH_Moscow,Novosibirsk,203.8,CDEK,1,0.27,False,3139.54,,
9454,2025-01-28 21:00:00,WH_SPb,Ekaterinburg,484.3,Russian Post,5,3.59,True,5265.31,7.0,2.0
9455,2025-01-28 22:00:00,WH_Moscow,Ekaterinburg,131.1,PickPoint,2,0.26,True,1345.09,2.0,0.0
9456,2025-01-28 23:00:00,WH_SPb,Ekaterinburg,249.6,CDEK,2,10.06,True,7510.46,2.0,0.0
9457,2025-01-29 00:00:00,WH_SPb,Moscow,490.1,PickPoint,1,5.2,True,7449.52,1.0,0.0
9458,2025-01-29 01:00:00,WH_Moscow,Kazan,81.8,PickPoint,1,1.91,True,974.24,1.0,0.0
9459,2025-01-29 02:00:00,WH_Kazan,Ekaterinburg,643.6,PickPoint,2,1.09,True,7137.52,3.0,1.0
9460,2025-01-29 03:00:00,WH_Kazan,SPb,917.8,PickPoint,5,1.87,True,10894.29,5.0,0.0
9461,2025-01-29 04:00:00,WH_SPb,Novosibirsk,11.9,PickPoint,1,3.31,True,158.39,1.0,0.0
9462,2025-01-29 05:00:00,WH_Kazan,Kazan,18.3,Boxberry,5,3.53,True,297.12,5.0,0.0
9463,2025-01-29 06:00:00,WH_Kazan,SPb,28.6,CDEK,5,0.19,True,437.15,5.0,0.0
9464,2025-01-29 07:00:00,WH_Moscow,Moscow,449.9,PickPoint,3,4.09,True,6339.09,3.0,0.0
9465,2025-01-29 08:00:00,WH_SPb,Ekaterinburg,63.0,Boxberry,5,2.56,True,949.54,5.0,0.0
9466,2025-01-29 09:00:00,WH_SPb,SPb,388.1,Boxberry,4,0.1,True,4703.77,4.0,0.0
9467,2025-01-29 10:00:00,WH_Moscow,Kazan,174.6,PickPoint,2,0.94,False,1910.12,,
9468,2025-01-29 11:00:00,WH_Kazan,SPb,542.8,Russian Post,2,1.79,True,5119.69,2.0,0.0
